50 308 292
50 426 521
50 502 778
50 657 1028
50 864 1282
50 1103 1527
50 1313 1791
50 1458 2058
50 1732 2335
50 1908 2572
50 2107 2811
50 2231 3099
50 2353 3324
50 2459 3573
50 2714 3841
50 2939 4091
50 3221 4380
50 3452 4621
50 3620 4874
50 3757 5128
50 3991 5369
50 4185 5601
50 4261 5848
50 4578 6118
50 4869 6390
50 5008 6631
50 5221 6882
50 5442 7161
50 5657 7433
50 5893 7697
100 6136 8244
100 6470 8818
100 6711 9392
100 7038 10095
100 7325 10737
100 7753 11408
100 8251 12114
100 8683 12804
100 9109 13461
100 9514 14047
100 10309 14838
100 10839 15509
100 11086 16075
100 11762 16758
100 11987 17341
100 12364 17947
100 12748 18576
100 13216 19332
100 13618 19974
100 13831 20591
100 14369 21240
100 14700 21834
100 14952 22513
100 15191 23061
100 15630 23686
100 15866 24311
100 16311 24921
100 16692 25519
100 17056 26143
100 17573 26794
200 18709 28697
200 20082 30453
200 20888 31998
200 21813 33452
200 23565 35328
200 24473 36810
200 25323 38340
200 26261 39990
200 26937 41418
200 27706 42933
200 28768 44639
200 29806 46189
200 30471 47655
200 31146 49114
200 31828 50577
200 33719 52390
200 34884 54161
200 35558 55543
200 36542 57164
200 37431 58695
200 37784 60199
200 39375 61993
200 41183 63948
200 42581 65711
200 43960 67404
200 44872 68881
200 45756 70353
200 46401 71947
200 47714 73582
200 48515 75086
400 49790 78708
400 51632 82803
400 53750 86198
400 55491 89727
400 57737 93387
400 58594 97147
400 60811 100768
400 62192 104425
400 64478 108820
400 65936 112488
400 68866 116529
400 71076 120366
400 72397 124070
400 72998 127732
400 73599 131172
400 76558 135316
400 77553 138832
400 78574 142208
400 80032 145870
400 82434 149492
400 84546 153523
400 85961 157074
400 86947 160437
400 88580 164084
400 90230 167513
400 91785 170927
400 92757 174346
400 93858 177739
400 94869 181001
400 96955 184625
800 100657 193268
800 103649 200877
800 110033 210258
800 113646 218928
800 118328 227117
800 120793 235022
800 123072 242717
800 126191 250918
800 128396 259017
800 131836 267824
800 135945 276145
800 139107 284167
800 141556 292505
800 144874 300590
800 148808 308995
800 154026 318487
800 158018 326552
800 161441 334525
800 167245 343804
800 172494 353203
800 176386 361206
800 178298 369087
800 181452 377097
800 183796 384956
800 188584 393861
800 190438 402118
800 192768 409552
800 197003 418036
800 199429 426119
800 202164 434494
1600 207919 452253
1600 214670 470705
1600 218131 489373
1600 222705 508218
1600 228202 526712
1600 233191 544837
1600 240939 564175
1600 247722 582608
1600 256505 601160
1600 265404 620058
1600 272308 639217
1600 279907 659324
1600 288133 678762
1600 296126 698211
1600 301015 717925
1600 305740 737708
1600 310957 754883
1600 316892 772879
1600 328480 794366
1600 338201 813573
1600 342655 831464
1600 353539 852488
1600 362462 871722
1600 370918 891238
1600 377730 910088
1600 386476 929055
1600 395626 948583
1600 401828 966467
1600 406786 985461
1600 415582 1004633
3200 434881 1049224
3200 446285 1088668
3200 456127 1129526
3200 469407 1174037
3200 489984 1219473
3200 507955 1264080
3200 518883 1304485
3200 536164 1351054
3200 554934 1395689
3200 573243 1438648
3200 592979 1482328
3200 607896 1526804
3200 619884 1567846
3200 633692 1608805
3200 647239 1649278
3200 656462 1690533
3200 677007 1734013
3200 688507 1773924
3200 706820 1817132
3200 719674 1860422
3200 728736 1900770
3200 743461 1941361
3200 759737 1983602
3200 768190 2026859
3200 787236 2068929
3200 801927 2108977
3200 818619 2151116
3200 833097 2195685
3200 850120 2239850
3200 871459 2283077
6400 900621 2372656
6400 940881 2468791
6400 954897 2557005
6400 977910 2649285
6400 1006306 2740284
6400 1025927 2834980
6400 1061585 2930314
6400 1076849 3023072
6400 1114522 3119268
6400 1147599 3212289
6400 1172602 3309579
6400 1192608 3402482
6400 1222075 3495636
6400 1250456 3589121
6400 1292338 3683407
6400 1309490 3776665
6400 1327860 3865855
6400 1367588 3967455
6400 1400865 4061350
6400 1420624 4150314
6400 1449644 4239059
6400 1465850 4331086
6400 1487620 4425725
6400 1506618 4519984
6400 1527621 4612545
6400 1558447 4705153
6400 1599847 4805616
6400 1624471 4899623
6400 1676203 5002147
6400 1720354 5100275
12800 1769566 5304194
12800 1817409 5507918
12800 1897182 5716169
12800 1991117 5943331
12800 2063731 6152169
12800 2129363 6365852
12800 2171012 6562414
12800 2248658 6778689
12800 2297861 6980141
12800 2359981 7185737
12800 2404631 7386071
12800 2468135 7594054
12800 2520254 7793095
12800 2597693 8007906
12800 2663860 8218918
12800 2718979 8426292
12800 2777010 8629787
12800 2834210 8834302
12800 2903243 9043011
12800 2959081 9246770
12800 2984004 9445486
12800 3064366 9670321
12800 3104571 9865396
12800 3162672 10082703
12800 3196478 10279216
12800 3247177 10488245
12800 3308535 10698440
12800 3392054 10926779
12800 3444714 11126546
12800 3496191 11329747
