105 8736 0 1152.9697588062522 0.920201 0.0003609999999998337
105 8736 1 995.3252344814786 0.856781 0.0003740000000000965
105 8736 2 690.3918451460307 0.664504 0.0003699999999997594
105 8736 3 1524.3552060597165 0.9667590000000001 0.00038800000000005497
105 8736 4 1219.4814719327142 0.9584519999999999 0.0003599999999996939
105 9282 0 1376.4157951423374 0.6863809999999999 0.00039400000000000546
105 9282 1 1376.4157951423372 1.0155180000000001 0.0003929999999998657
105 9282 2 1376.4157951423367 0.5299269999999998 0.00039500000000014523
105 9282 3 1376.4157951423376 0.7828179999999998 0.00041600000000041604
105 9282 4 736.3934298588395 0.820841999999999 0.0003900000000012227
105 9828 0 1159.284848810192 0.505234999999999 0.0004039999999996269
105 9828 1 1159.284848810192 0.5039610000000003 0.00040400000000140324
105 9828 2 1159.284848810192 0.523219000000001 0.00041500000000027626
105 9828 3 1159.284848810192 0.4356480000000005 0.00042700000000017724
105 9828 4 1159.2848488101918 0.47963299999999975 0.00040500000000065484
105 10374 0 1318.5257898121317 1.2880020000000005 0.0004460000000001685
105 10374 1 1434.9701167011401 1.5741199999999989 0.00048600000000043053
105 10374 2 1398.1182182339855 1.3989660000000015 0.0004170000000005558
105 10374 3 1509.707321070643 1.184539000000001 0.0004390000000000782
105 10374 4 1451.9040546920635 1.5854320000000008 0.00042099999999933857
